subset,k,finding,n_pos,auroc_mean,auroc_sd_seed,ci_lo,ci_hi
SWIax,1,Schwannoma,38,0.6433429913640328,0.03263746760265524,0.5255595830839809,0.6882789121905247
SWIax,1,Cyst of pineal gland,103,0.6236933961771193,0.01938127580413473,0.5479868422855239,0.6449692751762246
SWIax,1,Hemangioma of vertebral column,31,0.626238419784395,0.0171354439661969,0.5709983863400452,0.7293054244730819
SWIax,1,Cerebral edema,533,0.8803203398851145,0.003776148053732498,0.8609683922517972,0.8946248837202591
SWIax,1,Spinal stenosis,43,0.6580893752849978,0.023292645017916995,0.6140674783586136,0.7638959664040201
SWIax,1,Mastoiditis,265,0.6664674041858901,0.010037070896285695,0.6302820541725215,0.689929150868924
SWIax,1,Chronic mastoiditis,211,0.747087852701711,0.014007000432699718,0.733672311304364,0.7943855037021085
SWIax,1,Ventriculomegaly,889,0.8753687803370768,0.0024823842835121237,0.8616595478771775,0.8876331992240317
SWIax,1,Cerebellar degeneration,351,0.7638828760077746,0.004985022727439545,0.7437921164174285,0.7952211259485532
SWIax,1,Mega cisterna magna,104,0.6518699054023093,0.009014902056177984,0.5881906046722732,0.691119618368012
SWIax,1,Structure of cave of septum pellucidum,99,0.584439003042403,0.020982458057263533,0.5000161189659326,0.6166126200867075
SWIax,1,Hyperostosis of skull,34,0.7375348044977152,0.026052043505376123,0.6093564509211948,0.7891947522274516
SWIax,1,Watershed infarct,36,0.8093979947672371,0.007348223058037507,0.7468473233164251,0.88270133708077
SWIax,1,Foraminal Spinal Stenosis,60,0.6812442706287128,0.002674622263424656,0.6198877107218312,0.7400482863253514
SWIax,1,Lipoma of brain,22,0.494398418072519,0.036893216694215046,0.41052987649900485,0.6376913906221539
SWIax,1,Glioma,66,0.7700455287299932,0.0046170896514814595,0.692545578946274,0.8285652378615956
SWIax,1,Pituitary adenoma,25,0.5392783945345858,0.018198826297224267,0.4517768730197961,0.6568295256977824
FLAIRsag,1,Cerebral infarction,424,0.7946720832973954,0.0023054533619577427,0.7686064202494863,0.8150304899028642
FLAIRsag,1,Cerebral hemorrhage,294,0.8045719185208612,0.005576763775363297,0.7739122492248568,0.8271865846626892
FLAIRsag,1,Metastatic malignant neoplasm to brain,373,0.8944221856305816,0.0037526903923902986,0.8753950641949687,0.9086808307254851
FLAIRsag,1,Intracranial meningioma,181,0.716060263296573,0.005973386150382362,0.6654152986031729,0.7484939457091229
FLAIRsag,1,Demyelinating disease of central nervous system,250,0.7682642458711583,0.006797561567488691,0.7434261850431144,0.8070631894543234
FLAIRsag,1,Herniation of nucleus pulposus,138,0.7427039046657115,0.008731963280156399,0.7064591311251078,0.7755520399981035
FLAIRsag,1,Spinal cord compression,74,0.6229646590468567,0.018443395130235768,0.5799542003383067,0.7139274123871533
FLAIRsag,1,Lacunar infarct,213,0.8134662002516185,0.0008451296497305227,0.7832691619574392,0.8413133876309962
FLAIRsag,1,Silent micro-hemorrhage of brain,195,0.7324114495347372,0.007504273251577524,0.7089858217464013,0.7758310708808508
FLAIRsag,1,Cavernous hemangioma,78,0.557050249803873,0.00917721764028944,0.47688096037546823,0.6139315710709176
FLAIRsag,1,Subdural intracranial hemorrhage,44,0.8939782896890609,0.007787990422269348,0.8548306106355211,0.9408797489242092
