finding,pair,context,synergy,ci_lo,ci_hi,sig_pos,sig_neg
Cerebral hemorrhage,T1ax|FLAIRax,T2ax+FLAIRsag,-0.00938288011269858,-0.01837346269018102,-0.0011827707833097175,False,True
Cerebral hemorrhage,T1ax|FLAIRax,T2ax+SWIax,0.004052164286475058,-0.006055938297064509,0.012707217893262889,False,False
Cerebral hemorrhage,T1ax|FLAIRax,FLAIRsag+SWIax,-0.008059880945141979,-0.01881206293508169,-4.95855616489191e-05,False,True
Cerebral hemorrhage,T1ax|FLAIRax,T2ax+FLAIRsag+SWIax,-0.0026786067985968037,-0.008964309934063955,0.0036745775197617727,False,False
Cerebral hemorrhage,T1ax|FLAIRsag,T2ax,0.0018390105961487132,-0.013024886980044323,0.014780546174183768,False,False
Cerebral hemorrhage,T1ax|FLAIRsag,FLAIRax,0.011093724906239421,-0.0047702446418925295,0.025581093990079594,False,False
Cerebral hemorrhage,T1ax|FLAIRsag,SWIax,0.009034242450196687,-0.004582879937114761,0.02318295526103394,False,False
Cerebral hemorrhage,T1ax|FLAIRsag,T2ax+FLAIRax,0.0014762331789792786,-0.008668156995267646,0.011298408012997177,False,False
Cerebral hemorrhage,T1ax|FLAIRsag,T2ax+SWIax,0.010382258456370452,-0.00035740114298742347,0.02142029080227672,False,False
Cerebral hemorrhage,T1ax|FLAIRsag,FLAIRax+SWIax,-0.0015997543741931915,-0.01352989442897091,0.008246748899928656,False,False
Cerebral hemorrhage,T1ax|FLAIRsag,T2ax+FLAIRax+SWIax,0.003651487371298591,-0.0024429977436710854,0.009841423077239602,False,False
Cerebral hemorrhage,T1ax|SWIax,T2ax,-0.014643974658423507,-0.0342513941418191,0.0017781116038804259,False,False
Cerebral hemorrhage,T1ax|SWIax,FLAIRax,0.004467127533530041,-0.012807755626249187,0.02128364958502889,False,False
Cerebral hemorrhage,T1ax|SWIax,FLAIRsag,-0.017885077906231797,-0.03352671090597264,-0.002921222465396262,False,True
Cerebral hemorrhage,T1ax|SWIax,T2ax+FLAIRax,-0.001571707676419305,-0.014868515133867333,0.009894531557830079,False,False
Cerebral hemorrhage,T1ax|SWIax,T2ax+FLAIRsag,-0.006100726798201769,-0.01562736832210559,0.0021563166661392333,False,False
Cerebral hemorrhage,T1ax|SWIax,FLAIRax+FLAIRsag,-0.008226351746902573,-0.019863952348038595,0.002597394042845839,False,False
Cerebral hemorrhage,T1ax|SWIax,T2ax+FLAIRax+FLAIRsag,0.0006035465159000076,-0.006048273968941511,0.007345013014570723,False,False
Cerebral hemorrhage,T2ax|FLAIRax,T1ax,-0.01010071675018151,-0.027606064711539025,0.0051893103459263006,False,False
Cerebral hemorrhage,T2ax|FLAIRax,FLAIRsag,-0.005108312462951373,-0.018872208872278324,0.008363803365510172,False,False
Cerebral hemorrhage,T2ax|FLAIRax,SWIax,-0.011935640127288554,-0.02530834078734585,0.00479610709599384,False,False
